SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.024460887,0.363966912,36,0,1946.0,3559.4523877831875,6,0,1,0,2.0
0.015103308,0.076839229,41,0,2027.5,1.0,12,0,2,0,2.0
0.112451231,0.368418942,37,1,0.342868076,10452.0,24,0,2,0,0.0
0.016131154,0.068728239,81,0,0.36255814,4299.0,13,0,2,0,0.0
0.077239352,0.587331232,53,0,1.828390536,3000.0,18,0,2,0,0.0
0.049163645,0.673593601,46,0,0.082484138,5200.0,5,0,0,0,0.0
0.018919824,0.218037765,55,0,0.313246371,5442.0,9,0,1,0,1.0
0.015381111,0.037999563,67,0,0.518423308,3500.0,9,0,3,0,0.0
0.072146293,0.447850093,43,0,3897.0,0.0,4,0,3,0,2.0
0.277937677,0.855707215,53,4,0.508186477,8000.0,7,0,2,0,0.0
0.022063358,0.362956096,58,0,0.326118326,2771.0,6,0,1,0,0.0
0.012586052,0.023749198,38,0,0.256063692,5400.0,10,0,0,0,1.0
0.006959737,0.038681983,62,0,986.0,4087.530794986343,12,0,1,0,0.0
0.012321974,0.10977662,57,0,0.191815058,3200.0,7,0,0,0,1.0
0.118546271,0.463492726,35,0,7674.0,5503.795529726351,10,0,3,0,0.0
0.008478794,0.00889911,50,0,0.220508426,3500.0,10,0,1,0,1.0
0.117473858,0.353825547,56,2,0.319834711,6049.0,22,0,1,0,0.0
0.052476293,0.225338733,48,1,0.163674762,6628.0,6,0,1,0,0.0
0.083747474,0.625346479,35,0,0.744724866,4833.0,8,0,1,0,2.0
0.021251237,0.054248767,43,0,0.532795954,6326.0,12,0,2,0,1.0
0.009972179,0.051847887,65,0,0.231726283,4500.0,9,0,1,0,0.0
0.118542068,0.202469975,46,2,0.066296685,6666.0,12,0,0,0,1.0
0.477840951,0.932859061,53,2,0.422072241,8000.0,10,1,1,1,3.0
0.033757504,0.090332339,84,1,0.012690859,5042.0,6,0,0,0,0.0
0.28059529,0.990791897,33,0,0.039204859,7243.0,4,1,0,0,2.0
0.061368104,0.572099682,42,0,0.736379613,2844.0,6,0,1,0,2.0
0.324309833,1.044129892,32,1,0.151670951,3500.0,2,0,0,1,0.0
0.015532495,0.261883069,52,0,0.11059044,3200.0,4,0,0,0,1.0
0.351954092,0.9999999,37,1,1.40610687,5239.0,11,0,6,0,1.0
0.039965674,0.9999999,80,0,0.0,1420.2427913774259,1,0,0,0,0.0
0.010416787,0.065253623,71,0,0.52919516,1900.0,13,0,1,0,0.0
0.021618541,0.361004733,59,0,0.165355799,32166.0,14,0,3,0,2.0
0.01406308,0.0,40,0,197.0,1.0,4,0,0,0,2.0
0.060672257,0.559909692,38,0,0.583530267,5500.0,8,0,2,0,2.0
0.015537347,0.002408981,46,0,0.378581071,13333.0,9,0,2,0,3.0
0.074388154,0.966533344,31,0,0.387880371,7656.0,7,0,2,0,1.0
0.089036459,0.24555255,40,0,3600.0,6576.773949337215,11,0,4,0,0.0
0.009577354,0.042530737,50,0,24.0,2676.470278504312,4,0,0,0,0.0
0.017578666,0.072033142,34,0,0.294736842,3609.0,6,0,0,0,1.0
0.016831322,0.184596325,58,0,0.192561876,7716.0,9,0,1,0,1.0
0.016830304,0.001866542,42,0,0.153987168,12000.0,7,0,2,0,0.0
0.015832777,0.053845233,44,0,0.105946232,7550.0,14,0,0,0,0.0
0.111237749,0.992683819,28,0,2889.0,2047.1734742699346,6,0,1,0,2.0
0.017145793,0.072870446,47,0,0.910035986,2500.0,14,0,1,0,0.0
0.008342298,0.071735797,78,0,1322.0,3506.4386647208607,13,0,1,0,0.0
0.145028923,0.636324455,50,1,0.030696247,7166.0,5,0,0,0,0.0
0.038464283,0.587827093,39,0,0.334171827,5167.0,6,0,1,0,3.0
0.008728558,0.005096708,52,0,0.13019329,4500.0,9,0,1,0,1.0
0.014841415,0.015778647,36,0,0.22680985,5400.0,16,0,1,0,0.0
0.06468558,0.61780815,28,0,0.239277652,3100.0,10,0,0,0,0.0
0.005231074,0.003385969,68,0,0.000789266,3800.0,5,0,0,0,0.0
0.012290607,0.105480275,37,0,0.164303889,2750.0,8,0,0,0,0.0
0.020574029,0.014023476,59,0,5829.0,5260.1777574203325,14,0,2,0,0.0
0.100265211,0.752850025,56,0,0.666266747,5000.0,15,0,2,0,0.0
0.009339446,0.052817531,59,0,0.198944084,8333.0,14,0,1,0,0.0
0.041972241,0.1613671,40,0,0.921086916,5372.0,14,0,3,0,2.0
0.009783105,0.116879677,89,0,52.0,2132.398365852596,3,0,0,0,0.0
0.029321748,0.295578025,58,0,0.353093474,11200.0,13,0,3,0,1.0
0.016901391,0.097965489,46,0,0.238947099,7825.0,14,0,1,0,5.0
0.012593095,0.072515433,49,0,0.371965942,7868.0,4,0,2,0,2.0
0.068343874,0.190743265,32,0,0.821694264,4166.0,18,0,2,0,1.0
0.014833648,0.012241527,53,0,2719.0,5031.938744290696,13,0,2,0,0.0
0.077646255,0.9999999,23,0,0.078243513,2504.0,1,0,0,0,0.0
0.057113257,0.9999999,53,0,0.120426603,6750.0,3,0,0,0,0.0
0.021180675,0.205310129,52,0,0.499243825,5950.0,16,0,2,0,1.0
0.058876717,0.464985023,37,0,0.21596474,4083.0,16,0,0,0,0.0
0.012720168,0.123621137,63,0,0.157162409,4383.0,5,0,0,0,0.0
0.022426204,0.0,40,0,2960.0,3777.558809411306,12,0,1,0,0.0
0.065460425,0.914405706,59,0,0.180212014,6225.0,8,0,0,0,0.0
0.014989019,0.372272628,74,0,0.280781206,7065.0,12,0,1,0,1.0
0.032847138,0.174324751,56,0,0.4350052,12500.0,28,0,2,0,0.0
0.448027077,0.426966292,72,1,0.939393939,3200.0,5,3,1,0,0.0
0.072218554,0.693201249,74,0,0.802814294,5400.0,17,0,1,0,0.0
0.017564345,0.123744476,47,0,0.573593423,6202.0,6,0,2,0,2.0
0.249860301,0.9999999,51,0,0.271553519,2400.0,4,0,0,1,1.0
0.124294974,0.568721554,43,1,2731.0,3955.273364352045,12,0,1,0,0.0
0.019286624,0.0,50,0,0.159631689,10968.0,15,0,2,0,0.0
0.433646051,6.051186017,57,0,0.164179104,4354.0,7,1,0,0,0.0
0.006356538,0.03958392,63,0,0.264779481,6393.0,8,0,2,0,3.0
0.078114659,0.748056404,36,0,0.350664628,8500.0,12,0,2,0,0.0
0.12934466,0.168227113,81,2,0.415243648,2400.0,14,0,0,0,0.0
0.017514236,0.310160163,43,0,0.200756876,10833.0,6,0,1,0,1.0
0.034924562,0.0,25,0,0.235842771,1500.0,4,0,0,0,1.0
0.06867479,0.67264733,47,0,0.457544993,4333.0,9,0,1,0,2.0
0.294721642,0.134129108,75,1,3689.0,4904.770855960507,23,0,2,2,0.0
0.5488,0.78907031,58,3,37029.0,5015.113063156435,12,2,1,2,0.0
0.006521091,0.013999736,74,0,775.0,3095.6615419546733,6,0,1,0,0.0
0.037824847,0.907449586,65,0,0.276549943,6967.0,10,0,1,0,0.0
0.013902668,0.030731977,39,0,0.429493855,4800.0,10,0,1,0,0.0
0.056771492,0.9999999,51,0,0.424323125,4505.0,6,0,1,0,0.0
0.016891031,0.057081506,63,0,0.084333315,17916.0,24,0,0,0,0.0
0.017464587,0.195784832,55,0,0.905043162,2200.0,6,0,2,0,1.0
0.024608842,0.05624478,64,0,0.030064819,7250.0,14,0,0,0,0.0
0.046396777,0.523129397,53,0,0.724907063,7800.0,10,0,2,0,2.0
0.006571821,0.0,76,0,0.011461318,4187.0,5,0,0,0,0.0
0.007025506,0.090358193,70,0,0.232323232,8216.0,7,0,1,0,0.0
0.019665684,0.308324311,38,0,0.467862244,6300.0,8,0,1,0,0.0
0.024871829,0.236749855,45,0,0.666051377,6500.0,13,0,2,0,2.0
0.013320766,0.0,67,0,0.277956126,7475.0,4,0,2,0,0.0
0.018584407,0.017831847,26,0,0.350326797,764.0,3,0,0,0,0.0
0.026073089,0.299405716,60,0,2741.0,2493.411406492848,2,0,1,0,0.0
0.287562357,0.9999999,41,2,0.609040929,4910.0,6,0,3,0,3.0
0.017003591,0.006960606,50,0,0.296893748,7500.0,19,0,3,0,2.0
0.01752829,0.395371333,67,0,0.712522046,2834.0,8,0,2,0,1.0
0.016734327,0.0,51,0,0.0,2389.4806854879353,3,0,0,0,0.0
0.2725047,0.837215947,61,1,0.581339232,19891.0,31,0,6,0,0.0
0.012131293,0.006499458,47,0,0.109862672,800.0,5,0,0,0,2.0
0.008147977,0.001832014,58,0,2053.0,5021.743671601729,10,0,2,0,0.0
0.004903279,0.063802335,61,0,0.307668774,9805.0,4,0,1,0,0.0
0.005121492,0.018126409,64,0,0.185690715,6666.0,11,0,1,0,0.0
0.037378088,0.749881253,56,0,0.473705259,5000.0,7,0,1,0,1.0
0.296303698,1.058991785,62,2,0.236436705,7464.0,7,0,0,0,0.0
0.065602842,0.431138456,51,0,9.727988149,10800.0,11,0,4,0,1.0
0.009313485,0.062331445,54,0,0.111088891,10000.0,9,0,2,0,0.0
0.023970815,0.176882312,39,0,0.385435761,6000.0,9,0,1,0,3.0
0.017803047,0.116470644,32,0,0.309129144,8083.0,4,0,2,0,1.0
0.078927832,0.401703813,54,1,0.169447313,18400.0,15,0,1,0,2.0
0.017261415,0.11388378,64,0,0.6011846,6077.0,17,0,3,0,0.0
0.192006146,0.795281887,48,3,0.202493872,9382.0,6,0,1,0,0.0
0.132667441,0.826724425,44,1,2261.0,4412.512298615449,7,0,2,0,0.0
0.01067591,0.128019377,57,0,0.459090058,5340.0,7,0,1,0,1.0
0.121048651,0.053078222,48,2,0.528643689,8500.0,26,0,2,0,1.0
0.021009353,0.0,35,0,0.356725146,5300.0,6,0,2,0,1.0
0.309062837,0.850584425,29,2,0.362714236,2858.0,6,0,0,1,0.0
0.034501145,0.177160285,34,0,0.138477456,18363.0,15,0,2,0,0.0
0.006103603,0.014963364,60,0,0.00239976,10000.0,2,0,0,0,0.0
0.013527524,0.001732882,73,0,0.02101471,66619.0,6,0,2,0,1.0
0.016239134,0.270196248,69,0,0.586223144,10611.0,9,0,2,0,0.0
0.077056586,0.91524028,38,0,0.172528693,2700.0,3,0,0,0,0.0
0.016731407,0.074723132,45,0,1.024982156,1400.0,10,0,1,0,2.0
0.118897794,0.9999999,39,0,0.013248344,8000.0,2,0,0,0,3.0
0.010164594,0.024018538,55,0,0.184762526,9200.0,12,0,0,0,1.0
0.051516463,0.938011271,65,0,0.620138132,2750.0,11,0,2,0,0.0
0.080411647,0.874072777,85,0,1.287477954,1133.0,9,0,1,0,0.0
0.048591285,0.0,56,1,0.488642982,5150.0,15,0,3,0,0.0
0.01219159,0.028531431,42,0,0.489307464,7060.0,7,0,2,0,2.0
0.049582953,0.0127646,34,1,0.380765456,9170.0,8,0,2,0,1.0
0.078991962,0.9999999,35,0,0.667202285,5600.0,4,0,2,0,2.0
0.043505323,0.636416505,73,0,0.110686758,14400.0,8,0,0,0,0.0
0.01245082,0.047631917,38,0,777.0,2687.951843458451,3,0,1,0,0.0
0.007237342,0.018768307,86,0,29.0,2712.7032176437046,10,0,0,0,0.0
0.087760423,0.087545,58,2,3.464840183,2189.0,14,0,2,0,0.0
0.011917891,0.171201087,64,0,0.614954018,2500.0,12,0,1,0,0.0
0.013023212,0.220188991,59,0,0.715324046,1650.0,4,0,1,0,3.0
0.00480421,0.075554264,77,0,0.009285051,14000.0,6,0,0,0,0.0
0.021735323,0.0,33,0,0.407243816,7923.0,5,0,1,0,2.0
0.383883641,0.9999999,26,0,0.120586276,1500.0,2,1,0,0,0.0
0.004495342,0.103315456,68,0,0.149500116,4300.0,5,0,1,0,0.0
0.067584797,0.281152067,66,1,83.0,2720.168245596366,4,0,0,0,0.0
0.099425941,0.466403988,69,1,840.0,3265.2318933556053,9,0,0,0,0.0
0.154634854,0.729348339,32,1,0.405937595,3300.0,9,0,0,0,0.0
0.079350784,0.998147571,37,0,0.586810229,5200.0,8,0,1,0,4.0
0.010431902,0.10841086,41,0,1343.0,3357.2525595983593,6,0,1,0,0.0
0.196721752,0.873038516,32,2,0.093180635,1920.0,3,0,0,0,2.0
0.045917503,0.726766528,50,0,0.239415511,2668.0,5,0,0,0,2.0
0.009582125,0.080120346,38,0,0.213679158,10833.0,7,0,1,0,2.0
0.048174075,0.389322136,49,0,0.008141694,7000.0,4,0,0,0,2.0
0.077032968,0.0,30,0,0.336459555,14500.0,10,0,4,0,0.0
0.006499109,0.008461278,71,0,0.17565772,3762.0,8,0,1,0,0.0
0.162593415,0.642146453,41,1,0.265959239,5936.0,21,0,0,0,2.0
0.033435751,0.0,54,0,0.80841639,5417.0,10,0,3,0,0.0
0.013829318,0.180092247,60,0,0.544773011,2400.0,9,0,1,0,0.0
0.041953084,0.01179879,49,1,685.0,3005.586313746395,3,0,1,0,0.0
0.080465279,0.586694056,43,1,0.488618561,10850.0,12,0,2,0,4.0
0.100524545,0.9999999,27,0,0.056971514,2000.0,1,0,0,0,0.0
0.017407979,0.005499542,36,0,0.518381787,6500.0,6,0,1,0,0.0
0.021602575,0.162955271,33,0,0.131014644,3823.0,8,0,0,0,0.0
0.011943775,0.104456636,52,0,0.014785292,7777.0,3,0,0,0,1.0
0.075758775,0.9999999,31,0,0.265572391,2375.0,6,0,0,0,0.0
0.088816143,0.844431114,38,0,1.002665778,3000.0,6,0,1,0,0.0
0.015742872,0.019783926,46,0,0.381269788,6000.0,13,0,3,0,0.0
0.121629442,2905.0,31,0,1747.0,4767.475986194095,6,0,1,0,0.0
0.018748288,0.138807571,57,0,0.135783739,14500.0,11,0,1,0,3.0
0.025597818,0.302442807,50,0,0.088785269,21016.0,6,0,1,0,3.0
0.076605378,0.042515775,90,1,0.080612925,1500.0,7,0,0,0,0.0
0.008793389,0.011861922,54,0,0.111736033,8000.0,7,0,1,0,2.0
0.03088317,0.48841712,40,0,0.431049312,6975.0,7,0,1,0,2.0
0.011599022,0.007186751,49,0,0.304752774,7300.0,5,0,1,0,2.0
0.284652272,0.902097902,61,5,0.536459295,5416.0,9,0,1,0,1.0
0.118732368,0.416279186,61,1,0.792279886,23237.0,11,0,7,0,1.0
0.021515545,0.356735095,65,0,0.39246167,4695.0,11,0,1,0,1.0
0.022085101,0.08617407,47,0,0.81755068,3600.0,11,0,1,0,2.0
0.413212658,0.9999999,28,0,643.0,1173.5958626959293,1,2,0,0,0.0
0.111091201,0.963232183,49,1,0.310245166,10033.0,7,0,2,0,0.0
0.004721112,0.032692502,70,0,987.0,3579.813915551002,7,0,1,0,0.0
0.101994104,0.072375677,39,2,1.209057399,1898.0,7,0,2,0,0.0
0.070263591,0.746787554,38,0,0.403487721,12500.0,13,0,2,0,0.0
0.00903287,0.021241738,49,0,355.0,3277.9395495554722,4,0,0,0,2.0
0.060237512,0.775375209,49,0,0.319004525,16795.0,11,0,3,0,0.0
0.031254102,0.355546608,33,0,0.337831084,2000.0,4,0,0,0,2.0
0.023188168,0.222469128,62,0,2.00296077,1350.0,9,0,2,0,0.0
0.145066527,0.9999999,40,0,0.0,1578.0728054790386,0,0,0,0,0.0
0.02045538,0.018936525,26,0,0.526845638,1191.0,5,0,0,0,0.0
0.043252915,0.132203568,28,0,0.39227836,2097.0,12,0,0,0,0.0
0.012873547,0.107113226,34,0,0.207632061,6000.0,4,0,1,0,1.0
0.045753865,0.0,39,1,0.309589936,6120.0,11,0,1,0,1.0
0.199789548,0.960441582,35,1,0.983204721,2202.0,10,0,1,0,2.0
0.08487983,0.9999999,63,0,0.001999765,8500.0,0,0,0,0,0.0
0.024402651,0.242878268,38,0,1159.0,3021.2113309124825,10,0,0,0,0.0
0.213745775,0.811387517,65,3,0.684792627,6509.0,13,0,1,0,0.0
0.051356028,0.396749403,57,0,2806.0,5020.172111698931,19,0,0,0,1.0
0.012772393,0.080258395,43,0,0.09904548,8904.0,3,0,0,0,5.0
0.012131962,0.017126599,40,0,0.409997025,3360.0,7,0,1,0,1.0
0.08898835,1.0029994,36,0,0.326822917,5375.0,5,0,2,0,1.0
0.023133113,0.0,48,0,0.400933178,6000.0,14,0,2,0,1.0
0.060381434,0.744008127,44,0,1728.0,4112.0951850871825,7,0,1,0,2.0
0.033127462,0.012296675,76,1,0.488877781,4000.0,14,0,1,0,0.0
0.012653065,0.002702657,55,0,0.498250875,2000.0,13,0,1,0,0.0
0.007145539,0.013529981,61,0,0.032745592,1190.0,8,0,0,0,0.0
0.160674816,0.0,45,3,0.00304908,10166.0,8,0,0,0,1.0
0.031003114,0.268060995,40,0,96.0,1576.0289741781266,1,0,0,0,0.0
0.183940627,0.0,29,0,0.028478058,2141.0,2,0,0,1,0.0
0.006694962,0.012499375,71,0,0.080194654,15000.0,2,0,1,0,0.0
0.013294472,0.0,43,0,0.453287197,2600.0,4,0,1,0,1.0
0.065753974,0.806036873,48,0,0.671128107,3660.0,7,0,2,0,0.0
0.006263814,0.011427483,73,0,3.0,3538.3142169958683,2,0,0,0,3.0
0.02198962,0.235528602,48,0,0.900749732,2800.0,8,0,1,0,0.0
0.005445989,0.025082637,64,0,27.0,2338.908987076899,3,0,0,0,0.0
0.0140103,0.0,48,0,0.248491498,7291.0,7,0,1,0,0.0
0.582378081,1.053014974,32,1,302.0,3326.705070184936,9,1,0,1,0.0
0.042963803,0.663062754,54,0,1207.0,5875.9793958521095,10,0,1,0,3.0
0.093663569,0.612398873,52,1,0.194634786,6858.0,11,0,2,0,1.0
0.019532326,0.000862935,50,0,0.388497016,12900.0,16,0,2,0,2.0
0.082186937,0.9999999,34,0,0.248276742,7833.0,6,0,0,0,3.0
0.141935205,0.866458672,39,0,0.46470491,6048.0,18,0,2,0,0.0
0.042620275,0.00556614,59,0,0.414177365,23600.0,31,0,4,0,0.0
0.008318398,0.03050684,65,0,0.388701412,8000.0,8,0,3,0,0.0
0.010457727,0.009140159,56,0,0.250507661,5416.0,18,0,1,0,1.0
0.025588336,0.0,24,0,0.633373934,820.0,3,0,0,0,0.0
0.057395513,0.751275607,36,0,1.582761998,2041.0,4,0,1,0,2.0
0.032917244,0.584586745,63,0,0.318198735,8060.0,16,0,1,0,0.0
0.0050317,0.022706765,71,0,0.313937213,5000.0,8,0,1,0,0.0
0.128533619,0.297835108,62,0,0.150208929,4546.0,6,1,0,0,0.0
0.074188979,2.254372814,66,0,0.123276222,4785.0,7,0,0,0,0.0
0.006071198,0.008782354,64,0,0.001466276,5455.0,8,0,0,0,0.0
0.010508462,0.0,67,0,0.091227193,4000.0,8,0,0,0,0.0
0.009098097,0.10604976,45,0,0.303148395,9750.0,8,0,1,0,3.0
0.075199759,0.9026991,25,0,0.122703144,4897.0,3,0,0,0,0.0
0.040401879,0.743790224,75,0,0.394723491,1970.0,6,0,0,0,0.0
0.47308648,0.548435652,54,5,0.616339427,4430.0,8,1,2,1,4.0
0.046833084,0.391729003,41,0,0.094992084,12000.0,12,0,0,0,1.0
0.230890097,0.902073187,56,0,0.464351486,3800.0,8,1,0,0,2.0
0.006045581,0.006866209,78,0,0.001578117,1900.0,2,0,0,0,0.0
0.009165452,0.133662112,60,0,0.214595135,3000.0,7,0,1,0,2.0
0.004566576,0.028322307,83,0,0.006816633,4400.0,5,0,0,0,0.0
0.010143519,0.031832803,78,0,495.0,3274.1184532187053,8,0,1,0,0.0
0.054422619,0.907552984,57,0,0.334302854,5500.0,9,0,1,0,0.0
0.13414002,0.0,48,0,0.275655194,6333.0,9,1,2,0,0.0
0.018558822,0.0,42,0,0.134144309,6000.0,7,0,0,0,5.0
0.32471481,0.016910111,52,0,0.456685756,11000.0,9,1,3,1,3.0
0.010091124,0.0,56,0,0.0,1500.0,4,0,0,0,0.0
0.314734529,0.597971874,56,2,6962.0,5422.135155062633,13,0,2,1,0.0
0.218268436,0.348294303,33,0,5414.0,4264.132244883741,7,0,2,1,0.0
0.038800344,0.492734313,58,0,0.14741573,8899.0,17,0,0,0,1.0
0.008439227,0.00275989,91,0,4.0,2674.037191281926,6,0,0,0,0.0
0.038107845,0.730170793,61,0,2.67146283,1250.0,6,0,2,0,0.0
0.053072021,0.486831643,51,0,13.01197605,500.0,9,0,2,0,2.0
0.007618554,0.036198291,64,0,61.0,3205.271708662296,10,0,0,0,0.0
0.080547937,0.048131023,71,2,0.176337262,2205.0,8,0,0,0,0.0
0.07114085,0.227457533,54,1,0.070292971,10000.0,12,0,0,0,0.0
0.023388643,0.289623963,60,0,0.781826261,4500.0,25,0,1,0,1.0
0.007846603,0.003833227,60,0,0.268060995,12000.0,13,0,1,0,1.0
0.006820711,0.014825765,82,0,0.006664445,3000.0,9,0,0,0,1.0
0.007511405,0.014463349,51,0,0.098941983,8600.0,8,0,1,0,3.0
0.024859958,0.322327136,49,0,0.401534258,9515.0,11,0,2,0,5.0
0.01362566,0.024032532,46,0,2134.0,4410.804222128259,7,0,2,0,0.0
0.023767306,0.318465236,56,0,0.524688509,6500.0,26,0,1,0,0.0
0.039030408,0.590736615,58,0,0.721101247,11150.0,13,0,2,0,0.0
0.056810978,0.629535916,62,0,0.863149544,2520.0,15,0,1,0,0.0
0.010660776,0.133571581,51,0,0.0978,9999.0,5,0,0,0,1.0
0.012243296,0.089761186,52,0,2151.0,5320.5530225373595,5,0,2,0,2.0
0.006135994,0.019554227,70,0,0.202299617,6000.0,11,0,2,0,1.0
0.40516907,0.488511489,25,0,0.148779771,3400.0,3,2,0,0,1.0
0.324182539,0.916452653,35,0,0.549970606,3401.0,14,1,0,0,2.0
0.017937916,0.399896156,62,0,0.25388812,12280.0,12,0,3,0,2.0
0.014767874,0.0,45,0,0.356347859,5300.0,5,0,1,0,0.0
0.008554144,0.015374978,85,0,0.015841584,7069.0,8,0,0,0,0.0
0.006745165,0.04769523,58,0,1989.0,4186.771734794885,11,0,1,0,0.0
0.025950121,0.403807007,36,0,0.289198606,2582.0,5,0,0,0,2.0
0.026938285,0.259954344,51,0,0.376189681,11977.0,14,0,2,0,5.0
0.037743721,0.437619484,42,0,0.369000331,12083.0,11,0,1,0,1.0
0.012203163,0.084175348,36,0,0.094362255,2500.0,4,0,0,0,0.0
0.00727703,0.089358586,57,0,2160.0,5763.725708233438,12,0,1,0,1.0
0.015346731,0.07822872,49,0,2.322795341,600.0,6,0,1,0,3.0
0.016130925,0.41765113,61,0,0.392536731,7690.0,6,0,2,0,1.0
0.021645672,0.0,29,0,0.176364727,3333.0,7,0,0,0,1.0
0.010884507,0.073244355,44,0,0.219466268,15400.0,11,0,1,0,2.0
0.089982609,0.9999999,27,0,0.053356282,580.0,3,0,0,0,0.0
0.007377284,0.052170921,79,0,0.325767423,10000.0,8,0,2,0,1.0
0.020488096,0.0,33,0,0.243976764,10500.0,6,0,2,0,3.0
0.066308468,0.9999999,42,0,0.266397265,3216.0,3,0,0,0,2.0
0.030656661,0.014429521,63,1,0.344744017,3300.0,19,0,2,0,0.0
0.574586432,0.985835694,51,1,0.341329857,3834.0,7,1,0,2,1.0
0.05225566,0.666720678,44,0,0.159464394,11500.0,10,0,0,0,0.0
0.01104235,0.07751844,72,0,0.408725951,6600.0,14,0,1,0,1.0
0.017423651,0.123980188,37,0,0.222805777,9900.0,14,0,2,0,4.0
0.008918936,0.013343354,71,0,0.004276428,5845.0,7,0,0,0,1.0
0.045058551,0.562874251,27,0,0.283987915,1323.0,2,0,0,0,0.0
0.089132532,0.996846735,51,0,453.0,3061.157749402345,7,0,0,0,0.0
0.007548973,0.131733533,56,0,0.286108239,2900.0,3,0,1,0,0.0
0.007813846,0.010887029,77,0,0.003169959,4100.0,3,0,0,0,0.0
0.172140757,24.69261477,47,0,0.13209568,2800.0,2,0,0,0,2.0
0.122321629,0.9999999,33,0,0.025980642,17666.0,6,0,0,0,0.0
0.006560463,0.011861251,64,0,0.211157768,3333.0,4,0,0,0,0.0
0.054955815,0.792874186,57,0,0.555816686,2552.0,5,0,1,0,1.0
0.062531797,0.0,43,0,0.581128988,11000.0,14,0,5,0,2.0
0.044433875,0.590929751,32,0,0.26054789,5000.0,8,0,0,0,3.0
0.01973823,0.10169162,82,0,0.46697223,7417.0,5,0,3,0,0.0
0.064431924,0.010833183,74,1,0.246497297,17200.0,21,0,4,0,1.0
0.006555294,0.005621756,62,0,0.090022936,1743.0,5,0,1,0,0.0
0.0323373,0.081115021,46,0,4429.0,7043.701047272162,12,0,4,0,0.0
0.055730975,0.141643925,49,1,0.247562587,28000.0,17,0,1,0,0.0
0.31019315,1.346613546,28,1,0.116293342,3258.0,3,0,0,0,1.0
0.02185126,0.00051859,54,0,0.328238134,8700.0,11,0,2,0,0.0
0.302834317,0.9999999,58,1,0.673016349,6666.0,6,0,1,1,0.0
0.01841486,0.128061882,50,0,0.31461458,8600.0,12,0,1,0,1.0
0.048989488,0.749467183,49,0,0.204696954,9750.0,7,0,1,0,0.0
0.10084984,0.9999999,37,0,0.164334266,2500.0,1,0,0,0,0.0
0.005526924,0.063031582,61,0,0.275431142,4000.0,10,0,2,0,0.0
0.009434454,0.053233728,82,0,786.0,2391.5045084340336,6,0,0,0,0.0
0.007248264,0.007897166,56,0,0.419193602,3000.0,6,0,1,0,0.0
0.015839137,0.003710526,51,0,0.134746102,2500.0,8,0,0,0,0.0
0.103582453,0.876812079,62,0,0.505722862,30316.0,21,0,4,0,2.0
0.06871342,0.765577151,43,0,0.602684947,3500.0,6,0,1,0,1.0
0.034155863,0.053188676,57,1,0.347716074,7508.0,14,0,2,0,0.0
0.010626609,0.085163162,72,0,0.420777074,7257.0,18,0,2,0,0.0
0.046054854,0.946547482,78,0,5408.0,3079.2490588545566,6,0,1,0,0.0
0.249014743,1.016711898,45,1,0.64605899,6000.0,6,0,2,0,0.0
0.017717033,0.00203629,39,0,0.010273973,2043.0,6,0,0,0,0.0
0.006338888,0.061146943,64,0,1918.0,3430.087421947501,5,0,1,0,0.0
0.027905504,0.322129236,61,0,0.392604249,5083.0,11,0,0,0,0.0
0.004474989,0.023221706,70,0,0.002856871,10500.0,6,0,0,0,0.0
0.559468902,0.706599371,34,0,0.336586527,4200.0,8,5,0,1,3.0
0.016702373,0.215203848,30,0,0.080449162,6500.0,4,0,0,0,0.0
0.005251503,0.011977803,75,0,0.280739935,4594.0,11,0,1,0,1.0
0.025128834,0.410199636,32,0,0.163720764,5600.0,4,0,0,0,0.0
0.011039138,0.025398984,48,0,0.401119878,3928.0,4,0,2,0,1.0
0.205281918,0.427106258,36,0,0.525412431,6000.0,10,1,1,0,0.0
0.041268801,0.398085608,45,0,4618.0,3996.413804815456,13,0,1,0,0.0
0.02173855,0.278735359,60,0,0.314528486,7178.0,5,0,1,0,2.0
0.017592623,0.355659773,55,0,0.316198331,10426.0,11,0,2,0,0.0
0.409602757,0.9999999,28,1,540.0,1277.3191719922381,1,1,0,0,1.0
0.011723136,0.054979395,42,0,0.192678227,5708.0,12,0,2,0,0.0
0.091218358,0.9999999,22,0,123.0,0.0,1,0,0,0,1.0
0.037725374,0.541560089,62,0,0.483523068,10013.0,19,0,1,0,1.0
0.016677955,0.265789035,30,0,0.190906927,4200.0,7,0,0,0,1.0
0.006180553,0.0,73,0,0.0,2083.0,2,0,0,0,0.0
0.032097933,0.430615411,31,0,0.223222097,8000.0,13,0,0,0,0.0
0.01479396,0.164781791,43,0,0.132311281,6000.0,5,0,0,0,3.0
0.017175598,0.000532765,54,0,0.32198827,10400.0,8,0,2,0,0.0
0.076700436,0.9999999,52,0,3386.0,3887.4027298866927,4,0,2,0,0.0
0.047535024,0.808151456,66,0,0.589380826,6007.0,8,0,1,0,0.0
0.019948257,0.151238116,33,0,283.0,1.0,8,0,0,0,0.0
0.022432773,0.171252678,45,0,0.233131025,2800.0,3,0,0,0,2.0
