SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.05188275,83,0,27.0,,3,0,0,0,0.0
0,0.9999999,24,98,0.0,,0,98,0,98,
0,0.021630104,58,0,1702.0,,6,0,1,0,0.0
0,0.02224082,64,0,26.0,,6,0,0,0,0.0
0,0.005190973,35,0,3794.0,,13,0,2,0,0.0
0,0.03284013,54,1,15588.0,,19,0,4,0,0.0
0,0.426573044,72,0,1767.0,,8,0,0,0,0.0
1,0.9999999,31,1,2076.0,,2,1,1,0,0.0
0,0.078271541,69,0,1408.0,,9,0,1,0,0.0
0,0.000491219,73,0,1564.0,,8,0,1,0,0.0
0,0.0,61,0,3144.0,,12,0,2,0,0.0
0,0.9999999,68,0,1049.0,,2,0,1,0,0.0
0,0.037194199,68,0,30.0,,2,0,0,0,0.0
0,0.134371386,59,0,1182.0,,10,0,1,0,1.0
0,0.906381727,50,0,5317.0,,16,0,2,0,2.0
0,0.0,66,0,2864.0,,6,0,1,0,2.0
0,0.008074798,43,0,5066.0,,6,0,2,0,0.0
0,0.001615322,77,0,1.0,,3,0,0,0,
0,0.092086803,66,0,658.0,,3,0,1,0,
0,0.028901734,68,0,1422.0,,5,0,1,0,0.0
0,0.111707902,68,0,225.0,,7,0,1,0,0.0
0,0.072619941,52,0,2759.0,,10,0,1,0,0.0
0,0.023124639,68,0,1167.0,,10,0,0,0,0.0
0,0.0645781,64,0,1282.0,,7,0,1,0,1.0
0,0.0,62,0,1110.0,,3,0,1,0,0.0
0,0.036141566,65,0,1190.0,,9,0,1,0,0.0
0,0.37729195,50,0,3383.0,,14,0,2,0,0.0
0,0.499529453,52,0,2487.0,,7,0,1,0,0.0
0,1.008799413,49,0,3942.0,,10,0,1,0,0.0
0,0.023150289,65,0,951.0,,8,0,1,0,0.0
0,0.076419464,44,0,4200.0,,23,0,3,0,3.0
0,0.9999999,54,0,27.0,,1,1,0,0,0.0
0,0.201654733,58,0,1353.0,,7,0,2,0,2.0
0,0.0,61,0,14.0,,3,0,0,0,
0,0.0,74,0,0.0,,4,0,0,0,
0,0.011994003,24,0,0.0,,1,0,0,0,0.0
0,0.0,53,0,848.0,,11,0,1,0,0.0
0,0.9999999,87,0,754.0,,1,0,1,0,0.0
0,0.078909444,56,0,2016.0,,11,0,2,0,0.0
0,0.532402417,61,0,21386.0,,23,0,5,0,0.0
0,0.062815427,53,0,79.0,,2,0,0,0,0.0
0,0.079265521,81,0,26.0,,1,0,0,0,0.0
0,0.011323696,49,0,1625.0,,22,0,1,0,0.0
0,0.007566038,66,2,2818.0,,28,0,2,0,0.0
0,0.164624401,45,0,4577.0,,3,0,1,0,
0,0.259912527,67,0,1295.0,,11,0,1,0,0.0
0,0.07722035,56,0,163.0,,6,0,0,0,0.0
0,0.051617132,68,0,122.0,,9,0,0,0,0.0
0,0.016306838,53,0,24.0,,7,0,0,0,0.0
0,0.06699797,77,0,66.0,,4,0,0,0,0.0
0,0.9999999,45,0,0.0,,1,0,0,0,1.0
0,0.0,52,0,0.0,,3,0,0,0,0.0
0,0.242543455,69,0,2393.0,,8,0,1,0,0.0
0,0.383261208,62,4,11193.0,,19,0,1,0,0.0
0,0.080324954,52,0,1600.0,,8,0,1,0,
0,0.064957358,72,0,71.0,,2,0,0,0,
0,0.263071668,43,0,2292.0,,16,0,1,0,0.0
0,0.000899955,84,0,0.0,,4,0,0,0,
0,0.288632182,44,0,3840.0,,10,0,1,0,2.0
0,0.04462908,37,0,77.0,,16,0,0,0,3.0
0,0.060867801,50,1,3074.0,,15,0,1,0,0.0
0,0.007877857,81,0,472.0,,7,0,1,0,0.0
0,0.9999999,38,0,57.0,,1,0,0,0,0.0
0,0.00831687,64,0,559.0,,3,0,1,0,0.0
0,0.0,72,0,1618.0,,4,0,1,0,0.0
0,0.017779829,81,0,24.0,,4,0,0,0,0.0
0,0.658835417,44,0,1164.0,,10,0,0,0,0.0
0,0.9999999,60,0,1429.0,,2,0,1,0,0.0
0,0.030681121,55,0,1404.0,,6,0,1,0,0.0
0,0.0,65,0,12.0,,3,0,0,0,0.0
0,0.290490149,39,0,911.0,,4,0,1,0,0.0
0,0.006449678,80,0,3.0,,2,0,0,0,0.0
0,0.184587694,41,0,87.0,,2,0,0,0,0.0
0,0.53971907,30,0,3456.0,,8,0,1,0,0.0
0,0.9999999,50,0,1024.0,,6,0,0,0,0.0
0,0.339227849,69,5,5732.0,,8,2,3,1,0.0
0,0.0,79,0,0.0,,4,0,0,0,
0,0.0,33,0,2684.0,,5,0,2,0,0.0
0,0.085754006,84,0,1628.0,,11,0,1,0,0.0
0,0.091401012,60,0,4571.0,,11,0,2,0,0.0
0,0.384294188,72,0,1372.0,,9,0,1,0,0.0
0,0.066865181,50,0,1134.0,,8,0,1,0,0.0
0,0.174278573,40,0,1900.0,,6,0,1,0,2.0
0,0.0,63,0,595.0,,5,0,0,0,0.0
0,0.0,53,0,4452.0,,2,0,1,0,3.0
0,0.408215982,39,0,677.0,,4,0,0,0,2.0
0,0.046144754,53,0,521.0,,13,0,0,0,0.0
0,0.041069017,50,0,4965.0,,14,0,3,0,4.0
0,0.043832522,70,0,72.0,,9,0,0,0,0.0
0,0.022248888,69,0,14.0,,4,0,0,0,0.0
0,0.51562701,41,3,2025.0,,10,0,2,0,2.0
0,0.005458106,43,0,3116.0,,6,0,1,0,0.0
0,0.815789474,56,0,42.0,,2,1,0,0,0.0
0,0.238365807,72,0,3312.0,,12,0,2,0,0.0
0,0.036863106,42,0,1448.0,,9,0,1,0,0.0
0,0.03592971,48,0,1598.0,,10,0,1,0,4.0
0,0.249872758,38,0,5380.0,,7,0,2,0,0.0
0,0.901232074,68,0,133.0,,1,0,0,0,0.0
0,0.016181398,85,0,18.0,,3,0,0,0,0.0
1,0.9999999,31,0,1561.0,,2,3,1,1,2.0
0,0.9999999,49,0,806.0,,2,0,0,0,0.0
0,0.0,52,0,2130.0,,13,0,2,0,0.0
0,0.0559986,76,0,454.0,,3,0,0,0,0.0
0,0.060994917,28,1,21.0,,4,0,0,0,0.0
0,0.009576136,49,0,19.0,,4,0,0,0,0.0
0,0.037142202,39,0,3076.0,,15,0,1,0,0.0
0,0.055337601,57,0,1443.0,,7,0,1,0,
0,0.137616399,43,0,1492.0,,9,0,1,0,
0,0.0,49,0,2140.0,,6,0,2,0,0.0
0,0.004096509,44,0,2263.0,,13,0,2,0,0.0
0,0.122080751,68,0,6718.0,,16,0,2,0,0.0
0,0.199848538,58,0,2406.0,,14,0,2,0,2.0
0,0.188887292,65,0,2328.0,,10,0,1,0,0.0
0,0.479213023,61,0,5136.0,,15,0,2,0,1.0
0,0.030276349,55,1,2197.0,,8,0,2,0,0.0
0,0.9999999,58,2,2151.0,,8,0,2,2,0.0
1,0.807621799,50,2,930.0,,4,1,0,0,0.0
0,0.007506793,60,0,1253.0,,8,0,1,0,1.0
0,0.064222963,45,0,311.0,,2,0,0,0,0.0
0,0.009787026,48,0,2058.0,,11,0,2,0,0.0
0,0.163189121,51,1,1073.0,,4,0,1,0,0.0
0,0.0030062,32,0,950.0,,8,0,0,0,0.0
0,0.03972066,58,0,3319.0,,10,0,2,0,0.0
0,0.0,55,0,0.0,,3,0,0,0,0.0
0,0.56013352,50,0,1319.0,,10,0,0,0,0.0
0,0.9999999,58,0,1276.0,,3,0,1,0,0.0
0,0.134263013,75,0,375.0,,5,0,0,0,
0,0.013121012,69,0,389.0,,11,0,0,0,0.0
0,0.092976268,68,0,81.0,,7,0,0,0,0.0
0,0.100844682,46,0,2167.0,,5,0,1,0,0.0
0,0.985668259,57,0,1315.0,,6,0,0,0,0.0
0,0.010824521,62,0,1644.0,,11,0,1,0,
0,0.047626111,47,0,115.0,,10,0,0,0,0.0
0,0.000535695,52,0,611.0,,4,0,1,0,0.0
1,0.9999999,34,1,1330.0,,2,3,0,1,0.0
0,0.0,68,0,242.0,,3,0,0,0,0.0
0,0.267739968,45,0,1433.0,,18,0,1,1,0.0
0,0.471412146,44,0,941.0,,4,0,0,0,3.0
0,0.734533183,60,0,331.0,,5,1,0,0,
0,0.022380334,72,1,3089.0,,19,0,2,0,0.0
0,0.853936745,34,0,2512.0,,3,0,1,0,0.0
0,0.0,71,0,0.0,,1,0,0,0,0.0
0,0.001996008,59,1,1104.0,,2,0,1,1,0.0
0,0.742178223,65,0,5848.0,,15,0,1,0,1.0
0,0.9999999,33,0,5395.0,,4,0,1,0,0.0
0,0.049396707,37,0,1913.0,,5,0,2,0,0.0
0,0.0,55,0,63.0,,2,0,0,0,0.0
0,0.053206113,38,0,2295.0,,9,0,2,0,1.0
0,0.073037079,37,0,1638.0,,5,0,1,0,0.0
0,0.004304493,58,0,4563.0,,6,0,2,0,0.0
0,0.9999999,57,0,2447.0,,5,0,1,0,0.0
0,0.198555957,67,0,2372.0,,3,0,1,0,0.0
0,0.019136346,49,0,1901.0,,9,0,1,0,2.0
0,0.790695704,46,0,3148.0,,13,0,2,0,2.0
0,0.039148043,56,0,2004.0,,4,0,2,0,0.0
0,0.006315125,67,0,47.0,,4,0,0,0,
0,0.137494792,37,0,4107.0,,16,0,1,0,0.0
0,0.085104103,38,0,2099.0,,7,0,1,0,0.0
1,0.9999999,42,0,0.0,,0,1,0,0,
0,0.0,39,1,119.0,,11,0,0,0,0.0
1,0.043929906,78,0,32.0,,5,0,0,0,0.0
0,0.053946356,51,0,227.0,,4,0,0,0,0.0
0,0.9999999,66,0,0.0,,1,0,0,0,
0,0.011093921,79,0,8.0,,7,0,0,0,0.0
0,0.508834476,62,0,1124.0,,5,0,2,0,
0,0.324953297,64,2,5481.0,,14,0,2,0,3.0
0,0.0,33,0,397.0,,4,0,0,0,0.0
0,0.9999999,66,0,0.0,,0,0,0,0,1.0
0,0.513038127,61,0,1149.0,,3,0,0,0,0.0
0,0.017457599,40,0,1191.0,,6,0,1,0,1.0
0,0.000745083,46,0,1887.0,,8,0,1,0,1.0
0,0.028515192,74,0,1796.0,,14,0,2,0,0.0
0,0.012445485,60,0,424.0,,3,0,0,0,0.0
0,0.005965246,68,1,636.0,,9,0,0,0,0.0
0,0.109884819,39,0,474.0,,4,0,0,0,3.0
0,0.9999999,89,0,38.0,,1,0,0,0,
0,0.0,63,0,1877.0,,8,0,1,0,0.0
0,0.01070635,60,2,1632.0,,6,0,1,2,0.0
0,0.008624375,80,0,13.0,,8,0,0,0,0.0
0,0.083396986,39,0,451.0,,3,0,0,0,0.0
0,0.028901264,59,0,2117.0,,6,0,1,0,0.0
0,0.30298238,49,0,4897.0,,6,0,1,0,
0,0.202709332,28,0,451.0,,10,0,0,0,0.0
0,0.471712368,50,0,2529.0,,4,0,1,0,0.0
0,0.422584557,49,1,1804.0,,4,0,1,0,0.0
0,0.0,59,0,44.0,,6,0,0,0,0.0
0,0.026913831,63,0,1218.0,,9,0,1,0,3.0
0,0.0,76,0,2.0,,5,0,0,0,0.0
0,0.0,65,0,384.0,,6,0,0,0,0.0
0,0.020609133,85,0,44.0,,7,0,0,0,0.0
0,0.916821111,47,1,3473.0,,11,0,1,0,0.0
0,1.001817961,60,0,392.0,,6,0,0,0,0.0
0,0.9999999,63,2,33.0,,1,0,0,0,0.0
0,0.38903219,68,0,1956.0,,8,0,1,0,0.0
0,0.0,55,0,805.0,,4,0,1,0,0.0
0,0.024987156,64,0,1795.0,,6,0,1,0,0.0
0,0.029986624,51,0,2546.0,,20,0,2,0,2.0
0,0.110951419,60,0,2128.0,,17,0,1,0,0.0
0,0.012671313,60,0,1198.0,,12,0,1,0,2.0
1,1.061100292,25,0,562.0,,7,1,0,1,
0,0.012111425,51,0,11.0,,2,0,0,0,0.0
1,0.9999999,62,0,1460.0,,1,0,1,1,
0,0.023719526,61,0,1395.0,,4,0,1,0,0.0
0,0.9999999,24,0,0.0,,0,1,0,0,0.0
0,0.00074151,42,0,3247.0,,9,0,1,0,0.0
0,0.0,44,0,6739.0,,9,0,3,0,1.0
0,0.899522483,30,1,744.0,,8,0,0,1,0.0
0,0.349370044,54,0,1640.0,,8,0,1,0,0.0
0,0.380632883,53,0,3131.0,,9,0,1,0,0.0
0,0.041896083,77,0,19.0,,1,0,0,0,0.0
0,0.0434121,35,0,682.0,,7,0,0,0,3.0
0,0.072162229,67,0,2671.0,,19,0,2,0,0.0
0,0.002410133,33,0,1071.0,,6,0,2,0,0.0
0,0.422310757,29,0,3.0,,1,0,0,0,0.0
0,0.405220903,42,1,538.0,,6,0,0,0,0.0
0,0.512450521,52,0,6103.0,,9,0,2,0,3.0
0,0.09412941,59,0,2263.0,,3,0,1,0,
0,0.613670682,44,0,4416.0,,5,0,1,0,0.0
1,0.798829024,56,7,2101.0,,12,0,1,0,0.0
0,0.0,50,0,2293.0,,8,0,1,0,0.0
0,0.026159198,74,0,41.0,,3,0,0,0,0.0
0,0.048180245,57,0,4562.0,,9,0,1,0,0.0
0,0.009266049,58,0,1385.0,,5,0,0,0,0.0
1,0.718658668,46,0,5932.0,,6,0,2,0,2.0
1,0.894211577,21,0,13.0,,1,0,0,0,0.0
0,0.064884258,48,0,3915.0,,14,0,2,0,0.0
0,0.00474441,72,0,5.0,,4,0,0,0,0.0
0,0.099069418,67,0,1609.0,,8,0,1,0,0.0
0,0.9999999,64,0,1345.0,,6,0,2,0,0.0
0,0.013544705,65,0,18.0,,6,0,0,0,0.0
0,0.91867751,40,3,1560.0,,5,0,0,0,0.0
0,0.9999999,32,0,414.0,,1,1,0,0,0.0
0,0.0,31,0,421.0,,7,0,0,0,0.0
0,0.009057006,69,0,6.0,,4,0,0,0,0.0
0,0.048830238,69,0,2100.0,,16,0,2,0,1.0
0,0.69255383,41,0,3219.0,,6,0,1,0,0.0
0,0.850299401,73,0,540.0,,2,0,0,1,0.0
0,0.889996677,60,0,2252.0,,5,0,0,0,0.0
0,0.026773529,63,0,31.0,,3,0,0,0,
0,0.678338753,63,0,5388.0,,13,0,2,0,0.0
0,0.043164269,55,0,23.0,,2,0,0,0,0.0
0,0.489824632,71,1,902.0,,5,0,0,0,0.0
0,0.104312129,67,0,92.0,,2,0,0,0,0.0
0,0.0,54,0,1273.0,,3,0,2,0,0.0
0,0.986005598,54,0,509.0,,2,1,1,0,0.0
0,0.001542846,63,0,4612.0,,19,0,2,0,1.0
0,0.073683349,58,0,3675.0,,11,0,1,0,0.0
0,0.0,71,0,1046.0,,13,0,1,0,
0,0.807349946,47,0,2857.0,,12,0,2,0,0.0
0,0.101164733,55,0,3974.0,,21,0,1,0,0.0
0,0.9999999,63,0,6039.0,,11,0,2,0,0.0
0,0.002499948,67,0,123.0,,7,0,1,0,
0,0.025731679,63,0,1440.0,,6,0,1,0,0.0
0,0.335222183,40,0,1473.0,,6,0,1,0,0.0
0,0.9999999,22,98,0.0,,0,98,0,98,
0,0.0,53,0,0.0,,2,0,0,0,0.0
0,0.0,81,0,0.0,,2,0,0,0,0.0
0,0.03043056,72,0,24.0,,5,0,0,0,0.0
0,0.004074044,71,0,3427.0,,14,0,5,0,0.0
1,0.9999999,43,0,312.0,,2,0,0,0,0.0
0,0.240231823,68,2,5253.0,,24,0,2,0,0.0
0,0.335483226,44,0,201.0,,1,0,0,0,0.0
0,0.007495422,54,0,5.0,,4,0,0,0,0.0
1,0.994000857,49,1,1970.0,,7,0,1,0,0.0
0,1.1649388,31,0,976.0,,6,0,0,0,0.0
1,0.9999999,33,98,120.0,,0,98,0,98,0.0
0,0.877434408,39,0,1260.0,,6,0,0,0,0.0
0,0.032124554,49,0,69.0,,9,0,0,0,0.0
0,0.047657107,66,0,694.0,,5,0,0,0,0.0
0,0.01654407,38,0,63.0,,6,0,0,0,
0,0.469753025,48,2,714.0,,6,0,0,0,3.0
0,0.0,94,0,0.0,,3,0,0,0,
0,0.775398909,46,0,550.0,,8,0,0,0,0.0
0,0.031907671,67,0,345.0,,7,0,0,0,0.0
0,0.025730608,52,0,1978.0,,9,0,1,0,0.0
1,0.9999999,47,1,868.0,,2,2,0,0,0.0
0,0.184338636,61,0,4347.0,,12,0,2,0,1.0
0,0.352941176,67,0,2485.0,,8,0,1,0,0.0
0,0.529635164,45,0,3883.0,,17,0,0,0,0.0
0,0.100699985,54,0,3093.0,,9,0,3,0,0.0
0,0.046269618,60,1,40.0,,3,0,0,0,
0,0.274750302,64,0,553.0,,5,0,0,0,0.0
0,0.023836655,53,0,1367.0,,8,0,2,0,0.0
0,0.052189267,72,0,2056.0,,8,0,1,0,0.0
1,1.015369006,64,1,1943.0,,16,0,0,1,0.0
1,0.0,52,4,1364.0,,7,1,0,2,1.0
0,0.07439504,65,0,2122.0,,8,0,2,0,0.0
0,0.001653814,64,0,1641.0,,9,0,2,0,0.0
0,0.208278344,66,0,3057.0,,24,0,2,0,0.0
0,0.00579971,72,0,29.0,,1,0,0,0,0.0
0,0.021245328,75,0,19.0,,4,0,0,0,0.0
0,0.00462227,65,0,1927.0,,9,0,1,0,1.0
0,0.807020815,59,0,5467.0,,19,0,2,0,0.0
0,0.114427861,40,0,510.0,,3,0,0,0,0.0
0,0.9999999,65,0,2413.0,,7,0,1,0,0.0
0,0.373041797,39,1,1572.0,,6,0,1,0,1.0
0,0.013158925,84,0,15.0,,8,0,0,0,
0,0.28197085,59,0,1851.0,,9,0,2,0,0.0
0,0.0,58,0,444.0,,3,0,0,1,0.0
0,0.037278557,45,0,936.0,,6,0,0,0,2.0
0,0.222908888,49,0,1454.0,,10,0,1,0,0.0
0,0.002863506,31,0,311.0,,13,0,0,0,0.0
0,0.638038101,48,0,2324.0,,6,0,2,0,0.0
0,0.523445479,33,0,538.0,,3,0,0,0,0.0
0,0.241254328,62,0,223.0,,6,0,0,0,1.0
0,0.124027374,65,0,1329.0,,12,0,2,0,0.0
0,0.055888224,29,0,0.0,,2,0,0,0,
0,0.385598775,38,0,1453.0,,12,0,0,0,0.0
0,0.846200461,56,3,6113.0,,9,2,2,1,0.0
0,0.001573866,64,0,2.0,,5,0,0,0,0.0
0,0.002552648,57,0,2852.0,,3,0,1,0,1.0
0,0.071252327,36,0,690.0,,10,0,1,0,0.0
0,0.018105973,64,0,649.0,,7,0,0,0,0.0
0,0.9999999,82,0,1.0,,4,0,0,0,0.0
0,0.0,49,0,4310.0,,4,0,1,0,0.0
0,0.275709721,61,0,1867.0,,16,0,1,0,1.0
0,0.000749979,73,0,1648.0,,9,0,2,0,0.0
0,0.04707941,56,0,1427.0,,4,0,1,0,
1,0.9999999,43,0,76.0,,0,2,0,0,0.0
0,0.168770781,45,0,4702.0,,10,0,3,0,1.0
0,0.042068699,77,0,35.0,,2,0,0,0,0.0
0,0.434838062,50,1,3205.0,,14,0,2,0,0.0
0,0.9999999,77,0,90.0,,3,0,0,0,0.0
0,0.0,60,0,1751.0,,9,0,1,0,0.0
0,0.025109716,72,0,1178.0,,3,0,1,0,0.0
0,0.986019805,50,1,1483.0,,3,1,1,1,0.0
0,0.105618399,63,0,1331.0,,6,0,2,0,0.0
1,0.9999999,43,0,30.0,,1,2,0,0,0.0
0,0.044037548,56,0,5380.0,,22,0,2,0,0.0
0,0.03861162,58,4,1292.0,,10,0,1,0,
0,0.090802041,66,0,331.0,,12,0,0,0,0.0
0,0.0,49,0,285.0,,2,0,0,0,0.0
0,0.238224533,62,0,1416.0,,9,0,1,0,1.0
0,0.950644189,61,2,4784.0,,7,1,2,1,2.0
0,0.0,77,0,942.0,,8,0,1,0,0.0
0,0.039192495,46,0,828.0,,4,0,1,0,0.0
0,0.149554866,46,0,1897.0,,21,0,2,0,2.0
0,0.001333305,52,0,1.0,,5,0,0,0,0.0
0,0.221170345,41,0,2287.0,,6,0,1,0,0.0
1,0.9999999,54,1,521.0,,1,0,0,0,0.0
0,0.074114323,63,0,455.0,,2,0,1,0,0.0
0,0.160372802,48,1,2670.0,,13,0,1,0,
0,0.008095024,71,0,9.0,,2,0,0,0,0.0
0,0.034283265,63,0,107.0,,4,0,0,0,0.0
0,0.367329471,43,1,1822.0,,7,0,2,0,1.0
0,0.148856393,29,0,35.0,,2,0,0,0,0.0
0,0.674787808,55,0,1756.0,,4,0,1,0,0.0
0,0.031785904,39,0,19.0,,8,0,0,0,0.0
0,0.147352918,76,0,1180.0,,5,0,1,0,0.0
0,0.039992002,61,0,6.0,,2,0,0,0,0.0
0,0.012895991,32,1,331.0,,6,0,0,0,0.0
0,0.9999999,54,2,599.0,,3,2,0,2,0.0
0,0.035703734,81,0,46.0,,2,0,0,0,0.0
0,0.089532517,67,0,1642.0,,5,0,1,0,0.0
0,0.109283317,66,0,8860.0,,17,0,5,0,0.0
0,0.0259784,54,0,4815.0,,8,0,2,0,0.0
0,0.0,65,1,4666.0,,25,0,7,0,0.0
0,0.046810237,87,0,64.0,,7,0,0,0,0.0
0,0.157911397,59,0,3476.0,,9,0,1,0,0.0
0,0.038715887,77,0,98.0,,5,0,0,0,0.0
0,0.0,80,0,717.0,,3,0,1,0,0.0
0,0.005367306,73,0,884.0,,10,0,1,0,0.0
0,0.258327012,49,0,1973.0,,5,0,1,0,1.0
1,0.02081463,65,1,2812.0,,7,0,2,0,
0,0.014173297,62,0,2757.0,,7,0,3,0,0.0
0,0.013011984,58,0,1730.0,,25,0,4,0,0.0
0,0.029459402,57,0,3664.0,,14,0,1,0,2.0
1,0.541352643,63,1,4206.0,,7,0,1,1,0.0
0,0.007878629,66,0,11.0,,2,0,0,0,0.0
0,0.012964623,78,0,487.0,,3,0,1,0,0.0
0,0.024757168,73,0,1174.0,,17,0,1,0,1.0
0,0.01622374,58,0,3262.0,,9,0,1,0,0.0
0,0.081494207,71,0,1142.0,,5,0,1,0,0.0
0,0.073219943,68,0,123.0,,7,0,0,0,0.0
0,0.218159131,64,0,2384.0,,8,0,1,0,0.0
0,0.018349083,26,0,444.0,,7,0,0,0,0.0
0,0.213557289,65,0,33.0,,1,0,0,0,0.0
0,0.001646962,32,0,2.0,,5,0,0,0,0.0
0,0.747457433,29,0,950.0,,4,0,0,0,0.0
0,0.107599841,69,0,2436.0,,8,0,1,0,0.0
0,0.008799413,75,0,21.0,,2,0,0,0,0.0
0,0.0,67,0,81.0,,8,0,1,0,0.0
1,1.611295681,28,1,468.0,,3,1,0,0,0.0
0,0.0,33,2,1827.0,,10,0,1,0,0.0
0,0.09098392,72,2,1087.0,,12,0,1,0,
0,0.134456407,50,0,2066.0,,7,0,1,0,0.0
0,0.008672985,68,0,1350.0,,8,0,1,0,
0,0.034136586,73,0,52.0,,7,0,0,0,0.0
0,0.005246091,71,0,17.0,,7,0,0,0,0.0
0,0.038324625,59,0,1458.0,,7,0,1,0,0.0
0,0.386454351,51,0,2914.0,,15,0,1,0,3.0
0,0.104812048,31,0,77.0,,4,0,0,0,0.0
0,0.244729606,62,0,2255.0,,3,0,1,0,0.0
0,0.9999999,29,0,0.0,,0,0,0,0,0.0
0,0.006666296,73,0,3.0,,3,0,0,0,
0,0.476809366,41,1,3414.0,,20,0,2,0,0.0
0,0.152766792,52,0,2573.0,,14,0,2,0,0.0
0,0.613918132,63,0,1250.0,,10,0,0,0,0.0
0,0.018822976,44,0,1354.0,,3,0,1,0,0.0
0,0.300639103,66,0,2777.0,,6,0,2,0,0.0
0,0.055996889,70,0,51.0,,2,0,0,0,0.0
0,0.21648409,39,0,1767.0,,12,0,0,0,0.0
1,0.752808989,26,2,217.0,,6,0,0,0,
0,0.010226029,66,0,8.0,,4,0,0,0,0.0
0,0.0,83,0,0.0,,3,0,0,0,0.0
0,0.03634118,80,0,3639.0,,8,0,4,0,0.0
0,0.945527236,39,0,1580.0,,9,0,1,0,2.0
0,0.9999999,22,98,0.0,,0,98,0,98,0.0
0,0.9999999,31,0,559.0,,8,0,1,0,0.0
0,0.495710878,69,0,24475.0,,14,0,1,0,0.0
0,0.073671388,54,0,3119.0,,14,0,1,0,0.0
0,0.594724431,84,0,5071.0,,17,0,1,0,
0,0.9999999,40,0,1586.0,,4,0,1,0,3.0
0,0.0,28,0,43.0,,1,0,0,0,
1,0.386547691,60,0,6827.0,,19,0,4,0,0.0
0,0.016030749,59,0,3731.0,,6,0,1,0,0.0
0,0.975141854,40,1,769.0,,2,0,1,0,0.0
0,0.040423812,61,0,28.0,,6,0,0,0,0.0
0,0.008299585,60,0,3516.0,,4,0,1,0,0.0
0,0.050226639,63,0,2246.0,,9,0,1,0,0.0
0,0.299323356,43,0,2821.0,,6,0,1,0,0.0
0,0.0,83,0,0.0,,4,0,0,0,
0,0.9999999,21,98,0.0,,0,98,0,98,
0,0.0,70,0,1326.0,,11,0,1,0,0.0
0,0.011059875,55,0,400.0,,7,0,0,0,0.0
0,0.0,26,0,153.0,,2,0,0,0,0.0
0,0.872361437,62,0,467.0,,4,2,0,0,0.0
0,0.468882779,30,0,1215.0,,7,0,0,0,0.0
0,0.005531077,56,0,2724.0,,7,0,1,0,0.0
0,0.076537813,57,0,1918.0,,13,0,1,0,1.0
0,0.003642727,78,0,223.0,,9,0,0,0,
0,0.097099321,49,0,1032.0,,4,0,0,0,3.0
0,0.011573017,42,0,5661.0,,6,0,2,0,0.0
0,0.055888224,21,0,0.0,,1,0,0,0,
0,0.994728231,49,6,1050.0,,10,0,0,0,
0,1.023550322,48,0,1868.0,,5,0,1,0,0.0
0,0.9999999,50,2,2255.0,,3,1,1,0,0.0
0,0.059324202,41,0,3332.0,,6,0,1,0,0.0
0,1.952015995,61,1,193.0,,3,0,0,0,0.0
0,0.180227704,59,1,3452.0,,14,0,1,0,0.0
0,0.052124983,76,0,199.0,,11,0,0,0,0.0
0,0.099985716,91,1,21.0,,4,0,0,0,0.0
0,0.132157789,25,0,465.0,,5,0,0,0,0.0
0,0.016931433,64,0,21.0,,14,0,0,0,
0,0.035978013,68,0,18.0,,2,0,0,0,0.0
0,0.105491434,53,0,649.0,,6,0,0,0,
0,0.022698455,76,0,1415.0,,6,0,2,0,0.0
0,0.054684546,63,0,4118.0,,16,0,2,0,1.0
0,0.005199307,85,0,1.0,,3,0,0,0,0.0
0,0.403193613,72,0,6.0,,1,0,0,0,0.0
0,0.002562233,69,0,738.0,,20,0,0,0,0.0
1,0.889395888,53,5,18560.0,,16,0,4,1,1.0
0,0.979598685,59,0,3869.0,,13,0,2,0,0.0
0,0.974146395,61,0,2567.0,,6,0,1,0,1.0
0,0.9999999,39,0,0.0,,2,0,0,0,0.0
0,0.095808383,43,0,2496.0,,12,0,2,0,5.0
0,0.0,80,0,18.0,,4,0,0,0,0.0
0,0.003457767,69,0,7.0,,7,0,0,0,0.0
0,0.013797018,60,0,99.0,,8,0,1,0,0.0
0,0.030705977,64,0,53.0,,5,0,0,0,0.0
0,0.788416927,33,1,294.0,,5,0,0,0,
0,0.000379576,68,0,1140.0,,6,0,0,0,
0,0.9999999,23,0,0.0,,0,2,0,0,0.0
0,0.073212427,52,0,1667.0,,8,0,1,0,1.0
0,0.23098823,39,0,4389.0,,14,0,3,0,3.0
0,0.0019417,63,0,1933.0,,8,0,1,0,0.0
0,0.037520108,64,0,1005.0,,4,0,1,0,
0,0.39881336,40,0,2657.0,,6,0,1,0,0.0
0,0.936690115,50,1,1660.0,,7,0,1,0,0.0
0,1.915947297,41,1,782.0,,5,1,0,0,2.0
0,0.401874005,56,1,2543.0,,10,0,2,0,0.0
0,0.007586033,62,0,860.0,,7,0,1,0,
0,0.077076917,73,0,78.0,,5,0,0,0,0.0
0,0.9999999,72,0,3801.0,,4,0,1,0,0.0
0,0.015429629,58,0,2324.0,,5,0,1,0,0.0
0,0.022148893,69,0,104.0,,2,0,0,0,0.0
1,0.9999999,32,0,0.0,,0,0,0,0,0.0
